ID	OBJECTID	GoRI_TestFlag	GoRI_subset	F_Name	F_Type	Street	Town	OwnerTyp	P_Ground	B_Field	S_Field	F_Field	M_Field	B_Court	T_Court	V_Court	Track	SkatPark	IH_Rink	SH_Rink	Golf	Fishing	Boating	Hunting	Trails	Beach	Pool	ActiveRec	RestRoom	W_Path	B_Path	StateGrant	LWCFGrant	Lon	Lat	Conservation.Area	Description	Are.there.additional.names.for.this.recreational.area	Should.Be.Included.in.GoRI.	Not.Included..Why.	Allow.Dogs	Restrooms.Available.	Americans.with.Disabilities.Act..ADA..Parking	Stroller.Friendly	Picnic.Area	Acres.Miles	Contact.Info	Contact.Info.Seasonal	Link.for.More.Info
548	548	1	Y	Easton's Beach	Local Park	Memorial	Newport	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Y	Y	-71.43086529	41.83305666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
549	549	1	Y	Jamestown Town Beach	Local Park	Beavertail	Jamestown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N	N	-71.45046094	41.83184798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
550	550	1	Y	Purgatory Chasm	State Park	Tuckerman	Middletown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.50493071	41.82824667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
551	551	NA	N	West Kingston School	School	Ministerial	South Kingstown	SCH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.43712308	41.82993051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
552	552	1	Y	Great Swamp Management Area	Management Area	Great Neck	South Kingstown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	N	N	-71.40729988	41.82990248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
553	553	NA	Y	Cliff Walk	Local Park	Narragansett	Newport	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	N	Y	-71.3838594	41.82736457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
554	554	1	Y	Fort Adams State Park	State Park	Fort Adams	Newport	STA	0	0	3	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	N	Y	-71.41214058	41.82543655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
555	555	1	Y	Fort Wetherill	State Park	Fort Wetherill	Jamestown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	N	Y	-71.40780899	41.82516194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
556	556	NA	N	Indian Lake Playground	Local Park	Indian	South Kingstown	MUN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.36849431	41.82313275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
557	557	1	Y	Rogers High School	School	Wickham	Newport	SCH	0	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.42159034	41.82304355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
558	558	1	N	Mettatuxet Minipark	Local Park	Tupelo	Narragansett	MUN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	N	N	-71.39422525	41.82307242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
559	559	1	N	Sakonnet Harbor Beach	Local Park	Sakonnet Point	Little Compton	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N	N	-71.35957983	41.81955233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
560	560	1	Y	Beavertail State Park	State Park	Beavertail	Jamestown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	N	Y	-71.4312146	41.81349461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
561	561	1	Y	Brenton Point Park	State Park	Atlantic	Newport	STA	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	N	Y	-71.44376278	41.81134306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562	562	1	Y	Kings Beach	Fishing / Boating	Price's Neck	Newport	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	N	Y	-71.45698261	41.80781061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
563	563	NA	Y	Frank Fagan Park	Local Park	Dam	South Kingstown	MUN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	Y	Y	-71.43500034	41.80581248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
564	564	1	Y	Chariho High School	School	Switch	Richmond	SCH	0	4	2	1	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.40926733	41.797964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
565	565	1	N	Charlestown School	School	Old Shannock	Charlestown	SCH	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	N	N	-71.4725488	41.79694261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
566	566	NA	N	South Kingstown Village Green	Local Park	Kingstown	South Kingstown	MUN	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.425731	41.79668973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
567	567	NA	N	Hazard Field	School	School	South Kingstown	SCH	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.48719497	41.79577928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
568	568	NA	N	Cooney-tate Field	Local Park	Gansett	Cranston	MUN	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.39260892	41.79113243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
569	569	1	Y	East Greenwich High School	Athletic Facility	Avenger	East Greenwich	MUN	1	3	4	2	4	0	6	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.36987907	41.79003093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
570	570	NA	Y	World War II Park	Local Park	School	Woonsocket	MUN	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	N	Y	-71.39392409	41.78924407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
571	571	NA	Y	Dunn Park	Local Park	Mason	Woonsocket	MUN	1	1	1	0	1	2	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	N	Y	-71.46120431	41.78763826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
572	572	NA	N	Edgewood Park	Local Park	Narragansett	Cranston	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.44056235	41.78759755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
573	573	NA	N	Hazard School	School	School	South Kingstown	SCH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.48611149	41.7863272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
574	574	1	Y	Canonchet Farm	Conservation Area	Anne Hoxsie	Narragansett	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	N	Y	-71.40239934	41.78721668	Canonchet Farm	174 acre historic farm.  South County Museum offers exhibits and demonstrations of early farm life. 	South County Museum	Yes		No	Yes	Yes	Yes	Yes	NA		NA	http://canonchet.org/index.php
575	575	NA	N	Peacedale Elementary School	School	Emmett	South Kingstown	SCH	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.4200721	41.78449845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
576	576	1	Y	Meadow Brook Pond	Fishing / Boating	Church	Richmond	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	N	N	-71.71970115	41.78337062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
577	577	1	Y	Narragansett Town Beach	Local Park	Beach	Narragansett	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	N	N	-71.46519837	41.7823389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
578	578	NA	N	Town Farm	Local Park	Dobson	South Kingstown	MUN	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.42370291	41.78446809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
579	579	NA	N	Briggs Memorial Park	Local Park	High	Hopkinton	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.43598448	41.77870865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
580	580	NA	Y	Marina Park	Local Park	Salt Pond	South Kingstown	MUN	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	Y	N	-71.51710607	41.77755465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
581	581	1	Y	Narragansett High School	School	Pier	Narragansett	SCH	0	2	3	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.33298002	41.76831439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
582	582	NA	N	Ashaway School	School	Hillside	Hopkinton	SCH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.38916458	41.76262623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
583	583	NA	N	Charlestown Town Hall Field	Athletic Facility	County	Charlestown	MUN	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.42775265	41.76080312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
584	584	NA	N	Gingerella Sports Complex	Local Park	White Rock	Westerly	MUN	1	0	5	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.35701991	41.75990677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
585	585	1	Y	Scarborough State Beach	State Park	Ocean	Narragansett	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	N	Y	-71.47712039	41.75831197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
586	586	1	Y	Woody Hill Area	Management Area	Woody Hillension	Westerly	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	N	N	-71.33367092	41.75646999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
587	587	1	Y	Newton Swamp	Management Area	Westerly-Bradford	Westerly	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	N	N	-71.3388532	41.74290865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
588	588	1	N	Succotash Marsh	Conservation Area	Succotash	South Kingstown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.31612966	41.74081452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
589	589	1	Y	Trustom Pond National Wildlife Refuge	Conservation Area	Border	South Kingstown	FED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	N	N	-71.47509518	41.73981323	Trustom Pond National Wildlife Refuge	"The refuge includes 787 acres of various wildlife habitats including fields, shrublands, woodlands, fresh and saltwater ponds and sandy beaches and dunes. Approximately 300 bird species, more than 40 mammal species, and 20 species of reptiles and amphibians call Trustom Pond refuge home during the year. Trustom Pond is the only undeveloped coastal salt pond in Rhode Island, making it even more valuable to wildlife. On the southern boundary is found a barrier beach which remains one of the few Rhode Island nesting sites for two species of concern, the least tern and piping plover."		Yes		No	Yes	Unsure	No	No	787	US Fish & Wildlife Service (401) 364-9124	NA	http://www.fws.gov/refuge/Trustom_Pond/about.html
590	590	1	N	Galilee Bird Sanctuary	Management Area	Galilee Escape	Narragansett	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.55482661	41.73672989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
591	591	1	Y	Fort Ninigret	State Park	Fort Ninigret	Charlestown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.2834424	41.72976548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
592	592	1	Y	Burlingame Management Area	Management Area	Unnamed	Charlestown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	N	N	-71.28326955	41.72248043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
593	593	1	N	Fishermen's Memorial State Campground	State Park	Point Judith	Narragansett	STA	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	N	Y	-71.40192848	41.7092743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
594	594	NA	N	Tower St. School	Local Park	Narragansett	Westerly	SCH	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.44072986	41.7009188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
595	595	1	Y	Babcock Hall	School	Ward	Westerly	SCH	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.69472853	41.7020462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
596	596	1	Y	East Matunuck State Beach	State Park	Succotash	South Kingstown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	N	Y	-71.56516768	41.69754975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
597	597	1	Y	Roger Wheeler State Beach	State Park	Sand Hill Cove	Narragansett	STA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	N	Y	-71.45800721	41.70068082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
599	599	NA	N	State St. School	School	State	Westerly	SCH	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.3980513	41.6987203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
600	600	1	Y	Camp Cronin	Fishing / Boating	Ocean	Narragansett	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	Y	-71.54670084	41.69716792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
601	601	1	Y	Charlestown Town Beach	Local Park	Brown Hill	Charlestown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	N	N	-71.63029436	41.69189456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
602	602	1	Y	Charlestown Breachway Campground	State Park	Charlestown Beach	Charlestown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	N	Y	-71.52338207	41.68620589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
603	603	NA	N	Dunn's Corner School	School	Plateau	Westerly	SCH	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.52886067	41.67674364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
604	604	1	Y	Ninigret Conservation Area	Conservation Area	Beach	Charlestown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	N	Y	-71.15001763	41.62374835	Ninigret Conservation Area	Pristine stretch of Atlantic Ocean barrier beach.  There is a small parking lot and guarded beach area but the most of the area is accessible only on foot or by 4-wheel drive (permit required)	East Beach State Beach	Yes		Yes	Yes	Yes	No	Unsure	NA	RI Parks & Recreation (401) 667-6200 	NA	
605	605	1	Y	Quonochontaug Fishing Area	Fishing / Boating	Beach	Charlestown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.20918471	41.6243385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
606	606	1	Y	Misquamicut State Beach	State Park	Atlantic	Westerly	STA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	N	N	-71.52012626	41.62406091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
607	607	1	Y	Westerly Town Beach	Local Park	Atlantic	Westerly	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	Y	N	-71.25092768	41.60494645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
608	608	1	N	Block Is. Nat. Wildlife Refuge	Conservation Area	Beach	New Shoreham	FED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.49106439	41.57456586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
609	609	NA	Y	Settler's Rock	Local Park	Corn Neck	New Shoreham	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	N	-71.45223838	41.57002259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
610	610	1	N	Clay Head / Risom	Conservation Area	Corn Neck	New Shoreham	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	N	Y	-71.1281996	41.55367362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
611	611	1	Y	Clay Head	Conservation Area	Clayhead	New Shoreham	NGO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	N	Y	-71.5326474	41.54912222	Clay Head	"This spectacular hike rambles above the Atlantic Ocean along clay bluffs that offer some of the most dramatic views of any hike on Block Island. With plenty of lookout points along the way, you and your dog will enjoy feeling the mist on your face and the smell of saltwater in the air."		Yes		Unsure	No	No	No	No	NA	The Nature Conservancy	NA	
613	613	NA	N	Block Island School	School	Pilot Hill	New Shoreham	SCH	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.49414073	41.53977545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
614	614	1	Y	Rodman's Hollow	Conservation Area	Black Rock	New Shoreham	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	N	Y	-71.36630804	41.52538334	Rodman's Hollow	"This 230-acre glacial outwash basin, located in the southwest part of the island, is considered the birthplace of conservation on Block Island. It was preserved through a 30-year partnership between the Block Island Conservancy, The Nature Conservancy, the Town of New Shoreham, and the Rhode Island Department of Environmental Management."		Yes		Yes	No	No	No	No	NA	Town of New Shoreham Recreation Dept (401) 466-3223	NA	
615	615	NA	N	Pascone Conservation Area	Conservation Area	Burrati	Johnston	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.30992729	41.50985944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
616	616	1	Y	Chepiwanoxet	Local Park	John Wickes	Warwick	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	N	N	-71.71501938	41.50997955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
617	617	NA	Y	Lincoln Park	Local Park	Kentucky	Warwick	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	N	N	-71.71737476	41.50460573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
618	618	NA	N	Oakland Beach School	School	Gordon	Warwick	SCH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.29955275	41.50300715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
619	619	NA	N	Iris Ave Field	Athletic Facility	Iris	Warwick	MUN	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.31959823	41.50085906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
620	620	NA	N	Coventry Focal Point	Local Park	Tiogue	Coventry	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.29739616	41.4951863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
621	621	1	Y	Merrill S. Whipple Conservation	Management Area	Sandy Bottom	Coventry	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	N	N	-71.30930265	41.49471204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
622	622	NA	N	Phenix-Harris Main Street Water	Local Park	Main	Coventry	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	N	-71.30881498	41.49459404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
623	623	NA	N	Hanaford Field	Local Park	Lebaron	East Greenwich	MUN	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.31304003	41.49255857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
624	624	1	Y	East Bay Bike Path	State Park	Franklin	Warren	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	N	N	-71.32118199	41.49189489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
625	625	NA	N	North Smithfield Elementary Sch	Local Park	Providence Pike	North Smithfield	MUN	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.17334324	41.48974468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
626	626	NA	N	Alphonso St. Playground	Local Park	Alphonso	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.31378654	41.48993717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
627	627	1	Y	Buttonhole Golf Course	Local Park	King Philip	Johnston	STA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	N	Y	-71.31712485	41.48897703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
628	628	NA	Y	Waterplace Park	Local Park	Finance	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	N	N	-71.30954923	41.48567758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
629	629	NA	N	Woodmont Playground	Local Park	Woodmont	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.30618793	41.48356322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
630	630	NA	N	Springfield School Grounds	Local Park	Springfield	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.31162451	41.48236382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
631	631	NA	N	Kingston Street Playground	Local Park	Kingston	Newport	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.39479116	41.48043774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
632	632	NA	N	Potter-Burns School	School	Carter	Pawtucket	SCH	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.31656369	41.47617704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
633	633	NA	N	Eagle Nest / Handy Pond	Conservation Area	Old River	Lincoln	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.31123832	41.47149908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
634	634	1	N	Kent Street	Athletic Facility	Kent	Barrington	MUN	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	N	N	-71.4518769	41.47074225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
635	635	NA	Y	St. Andrew's Farm	Athletic Facility	Middle	Barrington	MUN	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	Y	N	-71.50145165	41.43885766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
636	636	1	Y	Salty Brine State Beach	State Park	Sand Hill Cove	Narragansett	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	N	Y	-71.45663007	41.43138828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
637	637	NA	N	Hunt River Preserve	Conservation Area	South County	East Greenwich	NGO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.45664927	41.43061513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
639	639	NA	N	Ball O'Brien Park	Local Park	Side	New Shoreham	MUN	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.45976342	41.42506409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
640	640	1	Y	Barrington High School	School	Lincoln	Barrington	SCH	0	3	3	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.78561524	41.42110512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
